,algo-format-size-repetation,compression_ratio,compression_time,saving_size,total_power,cpu_utilization,energy_efficiency
188,huffman-mp4-large-low-10,1.0012965008105537,74.0,255.12890625,248.86783,0.2582038888888889,3.970343913190196
189,huffman-mp4-large-high-1,0.9999973351151128,139.0,-1.013671875,460.13456,0.2589005263157895,-0.0085090212821373
190,huffman-mp4-large-high-2,0.9999975283424132,158.0,-1.060546875,518.5110100000002,0.2532088741721854,-0.0080777975372763
191,huffman-mp4-large-high-3,0.999996479120054,100.0,-1.013671875,342.0168300000001,0.265585,-0.011159542144228
192,huffman-mp4-large-high-4,0.9999980462306016,219.0,-1.107421875,710.87929,0.2569626213592233,-0.006062437604031
193,huffman-mp4-large-high-5,0.9999948957665546,64.0,-0.9423828125,215.02985,0.2607898387096774,-0.0168049776415686
194,huffman-mp4-large-high-6,0.9999928116581672,40.0,-0.8720703125,141.76984000000002,0.2584909756097561,-0.0237970031090829
195,huffman-mp4-large-high-7,0.9999963943038774,97.0,-0.9423828125,314.53359,0.2498998913043478,-0.0119893118763742
196,huffman-mp4-large-high-8,0.999997086143495,124.0,-0.990234375,407.23203,0.2570174576271186,-0.0094609216482663
197,huffman-mp4-large-high-9,0.9999949653965714,65.0,-0.9189453125,214.51166,0.2589462903225806,-0.0165435637543076
198,huffman-mp4-large-high-10,0.9999965216864592,99.0,-0.966796875,335.12804,0.2578574226804124,-0.0111878036019601
